tp,fp,tn,fn,precision,accuracy,recall,train_dataset_len,test_dataset_len,source_sequence_len,source_sequence,determinism,model,dataset,target_cat,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,genetic_topk,mutation_params,generation_strategy,ignore_genetic_split,jaccard_threshold,timestamp
1533,53,5748,5696,96.66,55.88,21.21,"(7959, 7285)","(7229, 5801)",50,"279,191,229,1124,1176,640,511,1559,847,70,517,414,632,1105,657,488,78,290,404,356,503,87,696,589,401,535,74,59,428,358,662,190,73,410,2,332,64,740,433,772,366,243,281,752,653,720,158,326,131,492",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
652,61,5717,5491,91.44,53.43,10.61,"(7918, 6554)","(6143, 5778)",50,"69,644,341,513,267,31,523,388,46,178,1115,53,205,407,13,1023,782,936,648,366,199,677,978,243,306,26,1423,484,488,645,393,84,1207,912,933,632,60,1124,189,42,234,515,137,191,404,1035,1007,197,79,157",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
345,63,5248,5608,84.56,49.65,5.8,"(7522, 6654)","(5953, 5311)",50,"421,117,145,815,190,25,1115,696,356,502,1077,11,358,771,410,50,53,210,535,29,223,159,513,178,141,365,84,404,303,1037,268,78,24,191,589,564,182,152,1529,491,243,862,922,978,446,1227,1614,683,177,1317",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
478,147,5982,4546,76.48,57.92,9.51,"(6452, 7538)","(5024, 6129)",50,"956,1000,926,745,149,762,891,579,692,1230,1059,207,1406,1193,892,555,246,631,326,960,332,1139,1390,57,1023,162,183,196,232,245,795,607,8,432,346,493,355,519,136,1050,77,1166,159,406,890,1055,28,948,345,832",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
987,21,6406,5124,97.92,58.96,16.15,"(7490, 7859)","(6111, 6427)",50,"608,294,180,7,348,330,531,544,69,359,18,240,32,1283,85,457,84,186,24,719,946,435,97,368,322,390,694,623,167,367,317,529,34,424,292,378,308,821,557,558,835,364,311,890,800,448,415,577,1020,206",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
181,65,5795,5387,73.58,52.29,3.25,"(7076, 7370)","(5568, 5860)",50,"424,582,97,368,35,322,550,338,89,924,432,367,558,1024,357,631,492,354,289,433,180,34,16,222,671,292,823,448,557,587,208,551,304,343,529,364,446,182,835,608,679,1049,657,174,56,435,283,818,1057,487",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
1250,1188,4190,5171,51.27,46.11,19.47,"(7294, 6518)","(6421, 5378)",19,"73,492,569,290,2,140,361,61,96,864,1003,332,252,816,275,900,460,732,683",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
4377,502,5408,2205,89.71,78.33,66.5,"(7811, 6817)","(6582, 5910)",34,"78,96,87,132,850,179,34,258,367,144,719,448,311,671,436,725,634,309,779,125,277,178,1068,1020,90,84,18,9,292,361,69,60,648,26",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
2670,989,5284,3407,72.97,64.4,43.94,"(8101, 5904)","(6077, 6273)",50,"662,358,1529,190,50,210,87,696,243,149,372,134,356,132,26,351,417,511,32,200,257,368,539,109,226,334,708,1347,503,217,572,274,288,104,182,1128,138,695,100,95,146,575,921,119,261,241,6,712,1095,214",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
397,114,6072,5672,77.69,52.79,6.54,"(7178, 7626)","(6069, 6186)",50,"424,7,325,391,54,797,367,432,119,1017,254,227,463,445,48,43,592,896,321,779,557,726,352,293,505,220,257,974,415,749,157,527,684,34,285,436,14,160,250,1093,66,457,148,533,946,357,831,574,33,1246",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
640,647,5448,5335,49.73,50.44,10.71,"(6975, 7565)","(5975, 6095)",50,"562,92,67,175,6,940,226,100,695,101,602,437,162,89,497,217,155,240,950,362,584,368,126,248,308,489,35,322,330,504,432,731,201,274,1098,241,231,600,634,106,57,58,545,472,102,136,233,321,134,69",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
843,282,5131,5851,74.93,49.34,12.59,"(7427, 6709)","(6694, 5413)",50,"96,405,332,609,900,99,31,223,69,154,306,1085,1035,649,358,50,535,632,141,64,134,84,11,178,970,862,210,25,53,90,531,447,243,502,356,87,414,782,26,645,648,365,341,771,268,24,104,13,214,861",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
751,248,5282,6221,75.18,48.26,10.77,"(7819, 7399)","(6972, 5530)",50,"85,591,125,279,1181,193,530,683,294,83,821,448,337,473,446,529,325,589,633,759,14,143,711,80,311,227,527,710,16,4,708,349,782,468,435,132,657,234,1211,511,465,416,690,720,2,492,185,555,874,631",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
345,90,6261,5876,79.31,52.55,5.55,"(6766, 7767)","(6221, 6351)",50,"686,25,1043,1282,262,253,192,270,720,882,835,230,202,234,605,1055,148,1102,1024,7,115,699,220,81,158,210,608,157,772,227,409,201,178,356,550,1238,209,298,232,614,58,368,1349,279,779,472,162,364,530,294",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
794,263,6124,5660,75.12,53.87,12.3,"(7275, 7813)","(6454, 6387)",35,"290,73,61,118,50,141,503,25,168,142,241,741,889,562,726,658,69,624,572,54,263,190,119,461,368,222,330,167,1120,180,296,217,735,248,439",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
529,147,5488,5775,78.25,50.4,8.39,"(7948, 6423)","(6304, 5635)",50,"119,261,274,438,257,312,217,30,362,32,45,514,1006,155,395,114,315,494,887,212,339,62,656,1041,778,143,679,528,603,1263,605,169,884,1074,124,833,1245,653,586,1104,609,374,117,35,1098,618,281,210,772,635",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
191,184,5266,5632,50.93,48.41,3.28,"(7274, 6989)","(5823, 5450)",50,"315,603,27,233,545,162,96,653,24,178,132,366,121,18,78,404,720,41,1168,262,644,141,154,383,179,277,101,547,285,157,316,1246,476,391,731,802,289,321,932,639,255,475,218,113,54,857,823,202,246,512",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
956,150,5558,4604,86.44,57.81,17.19,"(6789, 7166)","(5560, 5708)",50,"115,311,1270,798,533,148,389,324,137,375,308,384,1019,477,457,15,163,141,1055,316,518,489,532,560,1113,459,1261,1241,905,1010,775,647,9,1229,1620,718,646,418,630,56,1223,194,1392,1350,1022,699,329,369,774,1111",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
1730,143,6083,4010,92.37,65.29,30.14,"(7368, 7777)","(5740, 6226)",50,"80,359,123,163,273,636,514,148,436,364,699,759,206,633,376,297,902,1266,544,656,451,220,821,875,979,739,927,15,686,459,832,28,710,438,413,842,147,1045,774,758,1114,101,299,446,573,777,508,524,537,769",True,BERT4Rec,ml-100k,Comedy,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 00:57:02"
569,325,5223,6467,63.65,46.03,8.09,"(8022, 6622)","(7036, 5548)",50,"1144,136,409,140,41,244,2,609,281,1104,520,269,420,45,620,617,227,192,27,133,248,324,424,290,720,961,951,116,131,270,105,214,253,752,891,49,512,185,326,852,882,347,73,1003,682,716,336,1481,1453,341",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
969,390,4994,5793,71.3,49.09,14.33,"(7960, 6252)","(6762, 5384)",50,"173,1321,560,1005,972,629,382,987,624,140,492,281,2,117,99,815,1024,332,158,96,340,498,194,417,521,242,208,507,1413,979,218,422,519,1040,775,556,210,103,453,333,169,614,928,353,55,367,480,686,389,1017",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
3217,716,4329,3352,81.8,64.97,48.97,"(7889, 6118)","(6569, 5045)",50,"557,277,18,348,558,671,324,529,56,1055,381,405,428,11,105,335,2,140,131,116,12,956,492,392,667,1117,1258,96,99,900,340,669,823,372,611,448,643,146,473,22,106,678,572,115,539,204,619,7,865,720",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
508,228,5321,6529,69.02,46.31,7.22,"(8091, 5918)","(7037, 5549)",45,"158,653,61,44,96,99,188,145,118,176,53,25,121,141,531,84,567,358,205,125,328,435,11,78,88,644,553,863,532,365,260,69,1105,132,50,810,268,154,414,104,428,210,407,24,648",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
534,31,5281,6002,94.51,49.08,8.17,"(7972, 4612)","(6536, 5312)",50,"641,734,201,78,92,103,113,896,157,404,445,351,232,115,312,257,438,146,137,935,453,310,268,52,578,141,217,358,696,1078,281,911,321,57,943,364,522,671,749,76,560,711,759,477,173,63,162,630,472,58",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
935,81,4350,5782,92.03,47.41,13.92,"(7979, 5316)","(6717, 4431)",26,"653,52,340,669,996,69,78,141,1035,90,345,410,526,50,503,25,210,531,87,24,174,453,594,190,79,180",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
3026,402,5109,3590,88.27,67.08,45.74,"(8129, 6817)","(6616, 5511)",50,"25,503,84,696,78,365,11,13,125,182,358,26,205,526,174,351,141,383,88,414,404,1007,303,217,32,795,500,97,45,472,823,230,368,114,212,397,463,501,48,664,240,352,185,5,752,140,720,595,882,50",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
2724,495,5222,4035,84.62,63.69,40.3,"(8084, 6462)","(6759, 5717)",40,"653,1,361,290,275,145,816,176,861,96,99,188,117,900,154,25,1107,358,90,531,1115,601,182,190,53,447,615,428,306,365,69,1347,614,104,84,88,389,444,1085,24",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1451,670,5191,5184,68.41,53.15,21.87,"(8011, 6938)","(6635, 5861)",50,"104,219,545,89,254,338,505,199,404,636,241,798,493,368,274,726,257,192,37,115,23,312,278,232,25,201,572,103,348,218,33,658,151,358,119,1282,720,492,262,270,253,600,276,630,190,817,7,146,507,343",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
2872,1008,4947,4021,74.02,60.86,41.67,"(7972, 6637)","(6893, 5955)",29,"240,775,26,142,873,862,453,907,487,87,25,769,696,515,414,511,132,1078,104,182,553,404,556,532,614,337,137,210,1019",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1196,1072,5263,5574,52.73,49.29,17.67,"(8060, 7021)","(6770, 6335)",50,"289,112,261,37,352,519,362,95,39,32,497,102,374,243,400,432,409,572,342,478,210,217,45,740,807,291,877,76,325,339,887,315,528,1224,143,1087,859,886,679,43,212,151,61,1027,64,624,820,674,158,30",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1967,1085,3405,4338,64.45,49.76,31.2,"(8096, 5789)","(6305, 4490)",50,"159,374,115,619,457,209,1488,348,148,220,137,48,318,98,453,7,544,147,376,15,590,55,370,830,26,831,1012,279,471,913,939,1229,699,198,927,532,875,297,1102,622,34,719,78,9,45,248,410,292,143,62",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
2367,1381,5006,4821,63.15,54.31,32.93,"(8137, 5494)","(7188, 6387)",50,"418,477,706,364,212,436,148,590,1238,80,297,664,832,1096,376,329,528,339,4,16,220,875,887,144,835,886,147,605,608,1020,544,834,1055,1093,577,954,1114,774,979,38,78,1330,104,770,629,254,459,77,475,183",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
306,76,5243,6281,80.1,46.61,4.65,"(7656, 6455)","(6587, 5319)",50,"59,341,154,1207,874,142,356,393,50,936,69,210,149,388,31,53,598,141,407,676,78,535,428,159,104,526,421,267,178,1171,645,782,760,1077,29,11,862,268,1023,1610,24,503,1147,372,358,2,64,190,614,740",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1126,288,5075,4718,79.63,55.33,19.27,"(7330, 6876)","(5844, 5363)",24,"158,931,945,176,653,252,340,52,275,281,44,861,669,1003,99,1024,269,485,392,117,1230,1,929,49",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
680,13,5958,5914,98.12,52.83,10.31,"(8095, 6477)","(6594, 5971)",50,"210,98,183,162,141,348,532,457,496,220,175,385,109,79,320,136,688,612,455,261,101,885,57,167,755,650,481,343,226,242,146,308,67,51,476,547,231,61,1144,461,34,284,276,294,703,87,131,720,154,361",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
6916,1155,4027,533,85.69,86.64,92.84,"(8095, 6291)","(7449, 5182)",36,"158,41,653,269,99,96,669,25,53,69,199,182,13,404,141,358,526,90,121,210,178,11,341,84,24,407,553,107,197,657,113,461,514,310,27,351",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1224,716,4734,5932,63.09,47.26,17.1,"(8108, 5926)","(7156, 5450)",50,"348,251,768,889,241,57,343,59,97,1020,946,52,1094,756,648,569,282,120,633,231,572,747,427,624,200,76,84,1078,1030,1168,54,503,303,260,528,1127,600,982,548,997,1083,99,174,1023,720,598,1,357,631,146",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
2076,1201,4683,4918,63.35,52.48,29.68,"(8095, 6785)","(6994, 5884)",50,"461,35,562,545,509,688,30,378,497,255,58,41,263,192,696,658,201,95,623,755,245,167,300,424,180,844,375,380,37,141,404,303,298,495,536,1017,97,865,54,240,202,391,248,507,455,11,383,1003,90,492",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1790,1076,4583,5080,62.46,50.87,26.06,"(7988, 6110)","(6870, 5659)",26,"798,285,129,733,874,177,510,300,95,259,109,301,885,650,146,612,37,661,187,186,633,111,175,402,257,670",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1283,658,4825,5288,66.1,50.67,19.53,"(7852, 6031)","(6571, 5483)",31,"96,176,41,669,52,217,316,320,157,100,949,254,582,887,439,37,358,240,1052,357,1017,32,187,201,362,186,819,733,25,390,857",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
2124,0,1263,4133,100.0,45.04,33.95,"(8165, 3961)","(6257, 1263)",50,"1492,294,47,375,167,519,292,67,284,27,878,727,71,545,481,346,832,1038,580,192,541,505,669,340,169,440,494,1174,1487,181,278,237,664,797,3,821,1349,364,435,35,304,973,415,14,268,614,870,1241,794,1340",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
4225,398,5555,2380,91.39,77.88,63.97,"(7945, 7013)","(6605, 5953)",50,"365,645,299,433,279,199,417,243,1007,168,652,912,763,677,517,871,229,705,972,132,351,166,174,565,127,850,524,775,535,720,894,99,266,41,31,12,936,306,573,52,1092,1012,435,70,769,487,140,815,105,1173",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
2832,1358,3750,4768,67.59,51.79,37.26,"(8143, 6226)","(7600, 5108)",50,"89,539,467,245,406,196,310,613,57,53,588,101,492,294,240,304,563,481,102,530,151,633,316,58,278,308,480,216,218,322,158,510,162,6,199,94,368,300,358,77,475,183,629,459,574,254,13,290,297,720",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1853,540,4337,4355,77.43,55.84,29.85,"(7801, 6671)","(6208, 4877)",19,"61,653,96,460,52,1003,732,669,99,224,945,1230,117,11,50,894,697,435,1019",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
2332,1560,4218,4006,59.92,54.06,36.79,"(8013, 6929)","(6338, 5778)",50,"115,97,724,167,48,983,557,312,180,162,10,497,221,1029,364,529,821,38,222,106,308,34,634,551,818,448,969,324,292,363,946,304,489,338,310,204,147,77,950,54,588,558,581,541,655,730,751,507,802,254",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1400,612,5003,5232,69.58,52.28,21.11,"(7987, 7405)","(6632, 5615)",50,"611,854,294,436,9,660,390,348,304,547,633,221,566,645,428,48,322,591,205,321,61,78,405,330,493,401,437,513,57,33,202,162,228,1017,357,233,432,439,21,1025,115,529,694,443,316,131,720,365,624,118",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1220,703,4313,5516,63.44,47.08,18.11,"(7863, 6036)","(6736, 5016)",40,"158,61,653,176,377,905,303,78,349,553,972,84,53,358,87,178,912,204,1204,162,257,167,362,32,180,310,248,320,316,541,113,359,753,9,436,292,1009,668,468,543",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
604,146,4360,5419,80.53,47.15,10.03,"(7441, 5764)","(6023, 4506)",22,"805,405,281,492,2,49,269,752,105,381,595,86,891,720,140,5,116,262,340,1024,354,1003",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
2450,627,5065,4330,79.62,60.25,36.14,"(8044, 6406)","(6780, 5692)",45,"290,158,96,361,99,104,978,78,13,40,433,696,69,53,503,60,1070,341,18,90,177,553,84,601,306,407,615,408,532,87,29,589,513,174,863,746,349,337,70,366,179,444,526,303,417",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
3138,1336,4727,3840,70.14,60.31,44.97,"(8072, 5444)","(6978, 6063)",50,"319,106,623,248,439,438,77,507,670,755,1180,69,138,785,23,529,111,661,693,9,550,791,312,228,466,759,472,63,395,1073,558,362,784,741,474,167,136,304,950,24,889,599,115,802,284,358,53,190,310,493",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
916,41,6045,6446,95.72,51.76,12.44,"(8111, 6931)","(7362, 6086)",50,"279,191,229,1124,1176,640,511,1559,847,70,517,414,632,1105,657,488,78,290,404,356,503,87,696,589,401,535,74,59,428,358,662,190,73,410,2,332,64,740,433,772,366,243,281,752,653,720,158,326,131,492",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1467,543,5536,4761,72.99,56.9,23.55,"(8021, 6354)","(6228, 6079)",50,"69,644,341,513,267,31,523,388,46,178,1115,53,205,407,13,1023,782,936,648,366,199,677,978,243,306,26,1423,484,488,645,393,84,1207,912,933,632,60,1124,189,42,234,515,137,191,404,1035,1007,197,79,157",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
1439,594,4914,5181,70.78,52.38,21.74,"(8023, 6399)","(6620, 5508)",50,"421,117,145,815,190,25,1115,696,356,502,1077,11,358,771,410,50,53,210,535,29,223,159,513,178,141,365,84,404,303,1037,268,78,24,191,589,564,182,152,1529,491,243,862,922,978,446,1227,1614,683,177,1317",True,BERT4Rec,ml-100k,Crime,8192,10,0,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.5,0.7,1,"(1, 1, 1)",targeted,True,0.5,"Thu, 23 Jan 2025 03:56:23"
